sep=;
"Series";"Time";"Value"
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-14T08:01:47-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-14T18:46:50-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-15T08:01:55-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-15T18:01:58-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-16T06:02:03-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-16T19:07:07-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-17T06:02:11-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-17T07:55:19-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-17T07:56:26-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-17T19:12:15-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-18T06:02:19-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-18T19:12:24-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-19T06:02:27-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-19T19:12:31-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-20T06:02:34-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-20T19:12:40-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-21T08:02:45-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-21T18:02:48-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-22T08:02:53-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-22T18:17:56-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-23T06:03:00-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-23T10:31:41-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-23T19:18:04-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-24T06:03:08-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-24T19:08:12-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-25T06:03:15-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-25T19:18:20-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-11-30T19:09:17-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-01T06:04:23-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-01T19:04:28-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-02T06:04:32-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-02T19:19:43-05:00";0
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-03T06:04:54-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-03T08:45:43-05:00";1
"occupied {device_id: 0202EquipmentAHU2W}";"2020-12-03T12:30:30-05:00";1
